id,author,page,text,rate,reply_to,created_at,updated_at,user_id,category,published
869,وحید,zagros,سلام خدمت مدیریت که نباید سلام هم باید کرد که این هم بر حسب احترامی که میزارم برای شخص که هواپیمایی زاگرس جز دردسر مشکل چیزی دیگه نداره هیچ تجربه خوبی با پرواز زاگرس نداشته پروازی که بنده انتخاب کردم بر حسب اتفاق که آخرین پروازی هست با این هواپیما بی نام و نشان کنم همش تاخیری پرواز ساعت 4 جا رزرو کردیم صبح دو روز قبل بعد فرداش تماس میگیرن فرداش میگن با عرض پوزش پرواز ساعت 4 و 35 دقیقه انجام میشه بعد از حضور در فرودگاه اعلام میکنن پرواز 5 و 20 دقیقه انجام میشه بعد ورود به هواپیما 2 ساعت تمام ما رو داخل هواپیما نگه داشتن میگن یه مقدار نقص فنی داریم تا بر طرف شدن پرواز میکنیم مگه زندانی گرفتین داخل یه سیاچال در بسته داخل این ایام بیماری کرونا به فکر مسافر نیستید و ساعت 7 و 30 دقیقه پرواز میکنید جان مسافر براتون ارزش نداره حتی پذیرایی درست هم ندادید یه پلاستیک و یه بطری آب دادید بدون مواد ضدعفونی حداقل تاخیری دارید درست پذیرایی کنید داخل این ایام بیماری موقع فرود و نشستن حتی مهماندارها یه عذرخواهی ساده هم نکردن حتی بگن خوش اومدید انشاالله سفر خوبی بوده باشه حتی مقداری هم غرامت این تاخیر هم ندادن پروازهای شرکت های دیگه اینجور تاخیر نداشتن پرواز داشتم در این ایام بیماری حداقل دستکش ژله ای و مواد ضدعفونی و ماسک دادن شرکت ماهان و ایران ایر بدترین پرواز سفری بود که انجام دادم با شرکت زاگرس فقط هواپیما رو نزد تو کوه های البرز لطفان شرکت هواپیمایی زاگرس رو قرار بدید یه گوشه فرودگاه برای جمع کردن ضایعات شرکت هواپیما های که فرود میان ببرن اونجا بریزن دستکش پلاستیک هم ندارید تا یه 100 بسته برای سفرهای که دارید خدمتون بیارم شما اصلان لیاقت اسم ستاره ندارید که بهتون بدیم که اسم ستاره و کوه های زاگرس رو آبروشون رو بردید,1,,2020-05-30 11:49:55.449994,2020-05-30 11:49:55.449994,1271694,1,t
870,ناشناس,zagros,باید بزارنش سطل زباله هواپیما زاگرس نه برخور مناسب دارن مهماندارها و همش تاخیر حیف اسم پرواز ,,,2020-05-30 11:56:15.639024,2020-05-30 11:56:15.639024,1271694,1,t
871,وحید,mahan,بسیار عالی پرواز ماهان بسیار عالی بود تجربه سفر بدون تاخیری لعنت بر هواپیمایی زاگرس که همش تاخیر ,5,,2020-05-30 11:59:49.920048,2020-05-30 11:59:49.920048,1271694,1,t
872,ناشناس,zagros,"بدترین هواپیمایی زاگرس و بدترین مهماندار و خدمات و نظافت آلوده بود بهترین هواپیما ایران ایر و ماهان
زاگرس افتظاح هست",,,2020-05-30 12:27:59.399788,2020-05-30 12:27:59.399788,1271694,1,t
873,ناشناس,zagros,بسیار افتضاح بود زاگرس تاخیر زیاد و برخورد نا مناسب مهماندارها ظعیف ترین هست زاگرس اگر قصد پرواز دارید با شرکت های دیگه ایران ایر ماهان ,,,2020-05-30 13:32:44.063066,2020-05-30 13:32:44.063066,1271694,1,t
874,امیر,caspian,زیادجالب نیست,1,,2020-05-30 14:12:01.144344,2020-05-30 14:12:01.144344,1271818,1,t
875,"",qeshm-air,"",,,2020-05-30 19:04:02.506936,2020-05-30 19:04:02.506936,1218919,1,t
876,محمد,zagros,من فردا صبح پرواز دارم ب کیش خیلییی باخوندن نظرات ترسیدم وبدترازاون خانوادمم باهام نیستن اگه اتفاقی بیوفته که واقعا بد میشه خدا کنه سالم برسم باتوجه به این همه نظر منفی درباره زاگرس  و امیدوارم بااین اوصاف بعد رسیدن ب مقصد بیام نظرمو درمورد این پرواز بگم ):,1,,2020-05-30 22:01:42.160761,2020-05-30 22:01:42.160761,1272282,1,t
877,مرصاد,zagros,بسیار ظعیف نه پرواز خوب نه فرود راحت بطری آب هم تا نخوای بهت نمیدن باید بزارن داخل وسایل پذیرایی میان رد میشن باید بخوای وگرنه بهت نمیدن خلاصه تاخیری زیاد بهشون اعتراض میکنی میگی ما رو نگه داشتی سیستم تهویه روشن کن چه پروازی هست مسافر براتون مهم نیست جانش مهماندار میگه مجبوری میخواستی زاگرس انتخاب نکنی تاخیری نخوری خلاصه کلام اگه جان و عمر براتون مهم هست پروازهای دیگه رو انتخاب کنید برای سفر نه زاگرس رو انتخاب کنی تو این بیماری تاخیر بخورید مجبور باشید منتظر باشید که کی پرواز کنه,,,2020-05-31 05:06:32.367102,2020-05-31 05:06:32.367102,1271694,1,t
878,"",ghasedak,"",,,2020-05-31 18:40:16.501582,2020-05-31 18:40:16.501582,1202547,2,t
879,"",caspian,در پرواز ۹ خرداد سال ۹۹ از تهران به تبریز رفتار خانمی که کارت پرواز می داد خیلی بی ادبانه و بد بود و ما را سر اضافه بار خیلی اذیت کرد .در هواپیما علی رغم این که تجهیزات و ماسک بود فقط به کسانی دادند که ماسک نداشتند جالب بدونی پذیرایی فقط یک بطری آب بود .من مسافرت هوایی زیاد داشتم ولی یکی از بدترین پروازهایی بود که داشتم همراه با لرزش شدید هواپیما که فقط دعا می کردم سالم برسیم,1,,2020-06-01 04:12:11.798761,2020-06-01 04:12:11.798761,1273647,1,t
880,فاطمه حسینی ,aseman,هواپیماش فوالعاده داغون بود صندلیهاش شکسته ولی خلبان فوق العاده ای داشت و فرود و پرواز بی نظیری به نام اقای ایمان خزایی که زیبایی پرواز این خلبان  برای همیشه  تو ذهنم مونده❤❤❤❤,4,,2020-06-02 04:52:03.667777,2020-06-02 04:52:03.667777,396359,1,t
881,کیانوش,zagros,بدترین هواپیما زاگرس هر لحظه امکان سقوط صندلی ها داخل هواپیما داغون بدون اهدا کردن مواد ضدعفونی تهویه ظعیف داخل هواپیما خدمات ظعیف مهماندارهای  بدبرخورد و بی احترامی به مسافران خلاصه بدترین هواپیما زاگرس درست هست سریع به مقصدت میرسی ولی هر لحظه هم سقوط میکنه بعضی ها میگن قسمت هر چی هست میشه ولی خود انسان هم قسمت رو تشکیل میده اگر برای جان خودتون و خانواده خود هستید با زاگرس پرواز نکنید همش هم تاخیر داره با اتوبوس یا قطار سفر کنید سلامت هستید تا زاگرس,,,2020-06-03 10:27:53.105882,2020-06-03 10:27:53.105882,1271694,1,t
882,"",iran-air,وحشتناکترین تجربه پرواز رو با ایران ایر داشتم.پرواز رشت به تهران مرگ رو اونجا با چشمام دیدم.لعنت به همشون.خلبان نتونست تو مهراباد فرود بیاد با تکانهای وحشتناک دوباره بلند شد ب سمت فرودگاه پیام رفت نمیدونم چرا اونجا فرود نیومد ب سمت رشت برگشت بعد گفت به سمت اصفهان میریم که خوشبختانه بعد از ۴ ساعت پرواز تو اصفهان فرود اومد در کل پرواز تکانهای وحشتناک داشت زنها جیق میزدن کاپتان با اعتماد به نفس نتونست مردم رو توجیه کنه.برخورد بد عوامل ایران ایر در اصفهان.نمیزاشتن از هواپیما پیاده بشیم که دوست من زد ب شونه یارو و ما در اخر با اتوبوس برگشتیم.اگه جون خودتون و خانوادتون رو دوست دارید سوار هواپیماهای ایرا نشید.من دیگه با هواپیما سفر نمیکنم.,,,2020-06-03 16:08:49.777077,2020-06-03 16:08:49.777077,1277022,1,t
883,"",iran-air,"",1,,2020-06-03 16:10:44.745036,2020-06-03 16:10:44.745036,1277022,1,t
884,حسینعلی آریانی,iran-air,"سلام
 آنچه بنده دیدم از صف پر تراکم اهراز هویت درسالن ترانزیت و عدم رعایت فاصله گذاری داخل هواپیماو روشن نکردن هواساز وخنک کننده هواپیمادرپروازیکشنبه۹۹/۳/۱۱
 ساعت۱۹:۴۵ارباس۳۰۰ عینهو ماهیتابه حذف چاشت ودادن آب خوردن قطره ای ایاحذف خدمات ؛چراتاثیردرقیمت شما ندارد و مردم بایدبی احترامی راتحمل و بجان بخرند بابا یه سوزن بخودتون بزنید و یه جوالدوزبه مردم آخه تا کی بی انصافی، پس این حقوق مشتری کجاست‌ .",,,2020-06-03 20:42:54.875897,2020-06-03 20:42:54.875897,1277236,1,t
885,"",safarestan,"",,,2020-06-04 04:04:25.273557,2020-06-04 04:04:25.273557,1277420,2,t
886,"",iran-air,"",5,,2020-06-04 08:48:16.451282,2020-06-04 08:48:16.451282,1270522,1,t
887,"",ghasedak,"",,,2020-06-04 14:25:22.474432,2020-06-04 14:25:22.474432,1277849,2,t
888,"",ghasedak,"",,,2020-06-04 18:04:27.837651,2020-06-04 18:04:27.837651,1278306,2,t
890,مهران,ata,بدترین پرواز ازکیش ساعت 14/20 حرکت بودالان که ساعت 19/00 اعلان کردن ساعت 20/00 یعنی 6 ساعت تاخیر هیچکسی هم جوابگو نیس ,,,2020-06-05 14:12:19.940542,2020-06-05 14:12:19.940542,1279218,1,t
891,علیزاده,sepehran,تجربه ای ندارم.میخواستم بلیط رزرو کنم موندم با این نظرات دوستان کدوم هواپیمایی معتبره,3,,2020-06-06 07:37:03.062689,2020-06-06 07:37:03.062689,1279867,1,t
892,نیلو,qeshm-air,"من قبلا از این ایر لاین استفاده کرده بودم خوب بود ولی دو هفته پیش پرواز برگشت کیش به تهران پرواز ساعت 2 قرار بود انجام بشه ساعت 3ونیم مارو سوار هواپیما کردن کولر خاموش تا ساعت 5 مارو تو هواپیما نگه داشتن بدون اینکه علت پرواز نکردن و توضیح بدن بعد از ساعت5 و نیم تازه اعلام کردن هواپیما نقص فنی داره داریم درست میکنیم بدون اینکه در نظر بگیرن یکی بچه کوچیک داره یکی مریضی داره باید بهش اب و  غذا برسه مارو داخل هواپیما نگه داشتن بعد از 20 دقیقه اومدن گفتن نقص و درست کردیم اوکیه راه میوفتیم ولی ما و چنتا از مسافرا اعتراض کردیم که نمیخوایم با این پرواز بیایم چون نقص فنی چیزی نیس که تو 20 مین انجام شه ولی با کمال پرویی گفتن پیاده شین هزینه پس داده نمیشه و مشکل شماست ما مشکلی نداریم
",,,2020-06-07 05:17:12.041343,2020-06-07 05:17:12.041343,1280701,1,t
908,عرفان,aseman,تابستان ۹۶ از تهران به مشهد پرواز داشتم با آسمان... پرواز با حدود ۴۰ دقیقه تاخیر انجام شد هواپیما فوکر 100 بود که بسیار کهنه و قدیمی به نظر میرسید ولی برخورد مهمانداران و پذیرایی خوب بود,2,,2020-06-16 08:28:13.861008,2020-06-16 08:28:13.861008,1289529,1,t
1371,مهدی,meraj,خیلی عالی بود معراج,5,,2020-12-13 20:56:36.543201,2020-12-13 20:56:36.543201,1568868,1,t
893,نیلو,qeshm-air,ماگفتیم قید پولمونو میزنیم مشکلی نیس. چک کردیم دیدیم پرواز دیگه ای نیس مارو ببره تهران حراست پرواز تشریف اوردن یکم با ما صحبت کردن مارو اروم کردن که سوار شین مشکلی پیش نمیاد هرچند که اینکارو کادر قشم ایر باید انجام میدادن که اونا فقط بی ادبی کردن.خلاصه ساعت 6 تازه راه افتادن بعد از 3 ساعتی که ما تو هواپیما نشستیم اینفد بعد بلند شدن و اینقد حین پرواز مارو تکون دادن و بازهم موقعه نشستن بعد انجام دادن کارشونو که من مرگ و جلو چشام دیدم.نظرم داخل پیج اینستاشون گذاشتم سریع پاک کردن که امیدوارم اینجا دیگه پاک نکنن.واقعا متاسفم برای این ایر لاین ,,,2020-06-07 05:22:22.470035,2020-06-07 05:22:22.470035,1280701,1,t
894,بهرام مشکی,zagros,"",1,,2020-06-07 15:13:18.195625,2020-06-07 15:13:18.195625,18,1,t
895,"",ghasedak,"",,,2020-06-07 15:19:46.24321,2020-06-07 15:19:46.24321,961506,2,t
896,معصومه معرف,aseman,سفرخوبی بود,5,,2020-06-08 07:34:51.394477,2020-06-08 07:34:51.394477,1281759,1,t
897,محمد رضا,zagros,یکشنبه 99/3/18 پرواز مشهد تهران ساعت 9 شب برخورد عوامل بسیار خوب بود ، پرواز خیلی اروم و بی خطری بود ، پک بهداشتی دادن و آب دادند در طول پرواز,5,,2020-06-08 16:39:55.229475,2020-06-08 16:39:55.229475,1282359,1,t
898,اسماعیل,iran-air,خیلی بد بود پرواز کیش مشهد شنبه ۹۹/۳/۱۷ با سه بارتغییرو تاخیر در پرواز وبعد از ۷ساعت تاخیر در ساعت ۲۰/۳۰ شب ۲۸۰ نفر مسافر رو بدون در نظر گرفتن پروتکل های بهداشتی ریختن تو یه هواپیما که هنوز راه نیفتاده قطعه ای از سقفش داشت میفتاد و برا پذیرایی یه شیشه آب معدنی و یه دستمال مرطوب کننده دادن و بعد اعتراض مردم دستورالعمل بهداشتی تحویل دادند ، نمیدونم چطوریه که برای کسب درآمد هیچ پروتکلی وجودنداره هیچ ارزشی برای وقت مردم قایل نیستند ولی برای هزینه کردن راحت  دستورالعمل و پروتکل بهداشتی تحویل خلق الله میدهند,1,,2020-06-08 17:31:32.817094,2020-06-08 17:31:32.817094,1282416,1,t
899,"",meraj,"",,,2020-06-10 14:50:25.822887,2020-06-10 14:50:25.822887,1284857,1,t
900,احمد,caspian,فقط فکردزدی تون باشیدچکارمسافربدبخت داریدمسافری که چه پولی پرداخت کنه یه ابمعدنی پزیرای کنن تف به شرف شماها,1,,2020-06-11 10:09:32.411697,2020-06-11 10:09:32.411697,1285663,1,t
901,مینا,zagros,سلام، من امروز بعد از ظهر با پرواز زاگرس از کیش به تهران اومدم. با اینکه نسبتا زیاد سفر می کنم و از سفر با هواپیما لذت می برم، امروز بدترین پرواز زندگیمو تجربه کردم. حالم خیلی بده. انقدر استرس و تشویش داشتم که هنوز طپش قلب دارم. موقع فرود انقدر تکون خوردیم که سرگیجه گرفتم. من تو این زمینه تخصص ندارم ولی بعید می دونم که تو هوای نسبتا پایدار تابستونی انقدر پرواز با تکونهای شدید روبرو بشه. حتی خلبان زحمت اینو نکشید که به مسافرا علت این موضوع رو مطرح کنه و بهشون احساس امنیت و اطمینان بده. خدا رو شکر که سالم رسیدیم ولی تجربه بدی بود. افسوس که طعم لذت سفر با این مسائل از بین می ره و تبدیل به ترس می شه در مورد خدمه نظری ندارم چون خدمتی نداشتن. پرواز به موقع انجام شد ولی دلم می خواد هرگز با این ایرلاین سر و کار نداشته باشم.,,,2020-06-12 20:17:23.070019,2020-06-12 20:17:23.070019,1287098,1,t
