id,author,page,text,rate,reply_to,created_at,updated_at,user_id,category,published
1119,"",respina,"",,,2020-08-31 02:51:58.048007,2020-08-31 02:51:58.048007,1399158,2,t
748,"",sepehran,با سلام لطفا در پروازها که اخیرا پذیرای ممنوع شده لطفا دستور فرمایید بجای  ان حداقل یک عدد ماسک و یک جفت دست کشی و  یک عدد دستمال مرطوب بهداشتی به مسافران بدهند این کار خیلی قشنگ و زیبا و کمک به مسافران بجای پذیرای است تو رابه خدا اا,,,2020-03-25 10:11:20.083923,2020-03-25 10:11:20.083923,1167069,1,t
753,"",safarestan,"",,,2020-03-25 10:20:13.308792,2020-03-25 10:20:13.308792,1167108,2,t
749,"",zagros,با سلام لطفا در پروازها که اخیرا پذیرای ممنوع شده لطفا دستور فرمایید بجای  ان حداقل یک عدد ماسک و یک جفت دست کشی و  یک عدد دستمال مرطوب بهداشتی به مسافران بدهند این کار خیلی قشنگ و زیبا و کمک به مسافران بجای پذیرای است تو رابه خدا اا,,,2020-03-25 10:11:59.500612,2020-03-25 10:11:59.500612,1167069,1,t
750,"",caspian,با سلام لطفا در پروازها که اخیرا پذیرای ممنوع شده لطفا دستور فرمایید بجای  ان حداقل یک عدد ماسک و یک جفت دست کشی و  یک عدد دستمال مرطوب بهداشتی به مسافران بدهند این کار خیلی قشنگ و زیبا و کمک به مسافران بجای پذیرای است تو رابه خدا اا,,,2020-03-25 10:12:46.495793,2020-03-25 10:12:46.495793,1167069,1,t
751,"",meraj,با سلام لطفا در پروازها که اخیرا پذیرای ممنوع شده لطفا دستور فرمایید بجای  ان حداقل یک عدد ماسک و یک جفت دست کشی و  یک عدد دستمال مرطوب بهداشتی به مسافران بدهند این کار خیلی قشنگ و زیبا و کمک به مسافران بجای پذیرای است تو رابه خدا اا,,,2020-03-25 10:14:41.794983,2020-03-25 10:14:41.794983,1167069,1,t
752,"",safarestan,"",,,2020-03-25 10:19:07.740293,2020-03-25 10:19:07.740293,1167108,2,t
754,"",safarestan,"",,,2020-03-25 10:20:27.19531,2020-03-25 10:20:27.19531,1167108,2,t
755,"",safarestan,"",,,2020-03-26 03:59:44.733104,2020-03-26 03:59:44.733104,1162596,2,t
756,"",safarestan,"",,,2020-03-26 17:16:45.588975,2020-03-26 17:16:45.588975,1169700,2,t
757,"",aseman,"",,,2020-03-27 16:59:37.930819,2020-03-27 16:59:37.930819,1171560,1,t
758,کسری یوسفی,iran-air-tour,توروخدا لطفا در این روزا حداقل یک پرواز از اردبیل به مشهد بزارید,1,,2020-03-29 09:14:06.110752,2020-03-29 09:14:06.110752,1173655,1,t
759,کسری یوسفی,aseman,لطفا یک پرواز اردبیل مشهد تو همین ایام عید بزاریدبا تشکر,1,,2020-03-29 09:16:20.784202,2020-03-29 09:16:20.784202,1173655,1,t
760,"",mahan,من سفر کردن باهواپیمای ماهان رو خیلی دوست دارم چون واقعاًعالی است ,,,2020-03-31 08:32:12.969154,2020-03-31 08:32:12.969154,1176361,1,t
761,"",mahan,من سفر کردن باهواپیمای ماهان رو خیلی دوست دارم چون واقعاًعالی است ,,,2020-03-31 08:32:29.81699,2020-03-31 08:32:29.81699,1176361,1,t
762,"",ata,"",,,2020-03-31 14:31:07.83751,2020-03-31 14:31:07.83751,1176226,1,t
763,"",flytoday,"",,,2020-04-01 11:32:34.335383,2020-04-01 11:32:34.335383,1177857,2,t
764,"",safarestan,"",,,2020-04-03 10:57:58.604506,2020-04-03 10:57:58.604506,1165384,2,t
765,"",ghasedak,"",,,2020-04-03 11:00:27.418621,2020-04-03 11:00:27.418621,1165384,2,t
766,"",safarestan,"",,,2020-04-04 08:07:39.891906,2020-04-04 08:07:39.891906,1181387,2,t
767,"",meraj,"",,,2020-04-04 16:00:31.577684,2020-04-04 16:00:31.577684,1181989,1,t
768,ابوذر نصری ,mahan,پرواز ماهان عالیه و هم خدمه وپذیرایی شون و خلبانانشون حالا یه سوال دارم بنده 24 فروردین واسه بچهام از کرمان به مشهد اینترنتی بلیط خریدم تابحال اینترنتی نخریدم آیا هواپیما ماهان در چنین روزی حرکت دارد به مقصد مشهد مقدس ممنون میشم ,5,,2020-04-05 13:39:58.965893,2020-04-05 13:39:58.965893,1183108,1,t
769,علی بیگلری ,safarestan,"",1,,2020-04-06 13:36:33.008531,2020-04-06 13:36:33.008531,1184358,2,t
770,عبدالباسط مزارزهی,hipotrip,ازعسلویه به زاهدان,5,,2020-04-06 18:34:05.762483,2020-04-06 18:34:05.762483,1184737,2,t
771,"",hipotrip,"",,,2020-04-06 18:37:16.638977,2020-04-06 18:37:16.638977,1184737,2,t
772,"",sepehran,"",5,,2020-04-06 22:09:13.126031,2020-04-06 22:09:13.126031,1182853,1,t
773,ف,naft,بدترین وگرونترین پرواز واصلا بدرد نمیخوره واقعا بی انصاف که اینقدر بلیط هاش گرونه پرواز کارون بگرونترین وبی انصاف ترین,1,,2020-04-06 22:37:10.776883,2020-04-06 22:37:10.776883,1172069,1,t
774,"",ghasedak,گرونه بلیط های قاصدک ,,,2020-04-06 22:40:31.927349,2020-04-06 22:40:31.927349,1172069,2,t
775,شمشی,hipotrip,نداشتم,,,2020-04-07 08:18:14.526333,2020-04-07 08:18:14.526333,1185289,2,t
776,"",aseman,امروز 19 فروردین بلیط داشتیم کنسل شد خیلی بده افتزاح هست,,,2020-04-07 11:18:55.570751,2020-04-07 11:18:55.570751,1183537,1,t
777,"",zoraq,"",,,2020-04-08 08:09:26.835525,2020-04-08 08:09:26.835525,1186718,2,t
778,"",ghasedak,"",,,2020-04-08 08:09:40.792966,2020-04-08 08:09:40.792966,1186718,2,t
779,"",qeshm-air,"",,,2020-04-08 08:43:22.692412,2020-04-08 08:43:22.692412,1186755,1,t
780,یاورالماسی,sepehr,"",5,,2020-04-08 11:36:09.584245,2020-04-08 11:36:09.584245,1186911,2,t
781,طاهری,qeshm-air,بنده از دبی به قشم مسافر این پرواز بودم ، بسیار خوب و عالی بود ، تنها ایراد مربوط به فرودگاه دبی میباشد که مسولان پرواز قشم ایر بسیار بینظم و بین مسافران تبعیض قائل میشدند ، هر کس آشنا و پارتی داشت ، هر چه قدر بار داشت بدون پرداخت اضافه بار به آسانی رَد میشد ، ولی بنده که کسی را نمیشناختم ۳۰ کیلو بار داشتم مبلغ ۱۰۰ درهم بابت ۵ کیلو بار اضافی پول گرفتند ، این در حالی بود که به ما گفته بودند تا ۳۰ کیلو شامل اضافه بار نمیشوید ، در اینجا لازم است نام سه نفر از پرسنل مسول در فرودگاه که بسیار نا عادلانه کار میکردند به اطلاع دست اندر کاران برسانم، آقایان عمران و مرتضی و میثم بودند که اصلا هیچ انصاف و انسانیتی از خودشان نشان نمیداند، به امید نظم و انضبات بیشتر در این ایر لاین .,,,2020-04-09 11:30:08.094451,2020-04-09 11:30:08.094451,862362,1,t
782,"",aseman,"",,,2020-04-09 17:41:53.829019,2020-04-09 17:41:53.829019,1188265,1,t
783,"",flightio,"",,,2020-04-10 00:08:01.572635,2020-04-10 00:08:01.572635,1185640,2,t
784,"",hesa,"",,,2020-04-10 22:06:00.451773,2020-04-10 22:06:00.451773,1043535,1,t
785,مهدیه ,safarestan,"",3,,2020-04-11 13:42:53.505412,2020-04-11 13:42:53.505412,1191161,2,t
786,"",sepehran,"",,,2020-04-13 08:34:44.594376,2020-04-13 08:34:44.594376,1193658,1,t
787,"",zagros,پذیرایی که میکنن مواد خوراکی روپرت میکنن جلوی مسافرا.,,,2020-04-13 22:25:14.406341,2020-04-13 22:25:14.406341,1194434,1,t
788,محمدی,meraj,این راسته که میگن معراج جزوکم تاخیرترین هواپیماایران محسوب میشه؟؟؟؟؟,5,,2020-04-13 22:31:55.691084,2020-04-13 22:31:55.691084,1194434,1,t
789,"",safarestan,"",,,2020-04-14 09:08:50.967935,2020-04-14 09:08:50.967935,1194690,2,t
854,ستاره ,iran-air,وحشتناک بود . یعنی من هر لحظه منتظر سقوط بودم . من دوتا پرواز با این شرکت هواپیمایی داشتم از این هواپیماهای ATR بود در سرحد مرگ ترسیدم . چرا با جون مردم بازی میکنید ,,,2020-05-25 20:34:21.095778,2020-05-25 20:34:21.095778,1265022,1,t
1121,Benyamin shaghozai,ghasedak,"",,,2020-09-01 01:00:27.108461,2020-09-01 01:00:27.108461,1400886,2,t
790,غلامرضاهوایی قوشچی,zagros,"بنده از این سایت"" با این طریق خوااااااهش میکنم که مسئولان رده بالای محترم زاگرس که ایمان دارم اسم بنده( غلامرضاهوایی قوشچی) را ۹ سال هست که میشناسند"" فقط و فقط و فقط عاجزانه درخواست دارم که به مشکل بوجود آمده در سال ۱۳۹۱ تیر ماه"" 
خواهش میکنم به مشکل بنده رسیدگی کنید"" 
بخدا زندگیم"" جوونیم"" شغلم ، هنر نوازندگیم "" سلامتیم "" از دست رفت"" 
 گناه من چه بوده؟ گناه من چیست؟ ",,,2020-04-14 21:23:33.039936,2020-04-14 21:23:33.039936,1195362,1,t
791,"",flightio,"",4,,2020-04-16 08:50:43.272715,2020-04-16 08:50:43.272715,1196711,2,t
792,"",flytoday,"",,,2020-04-16 12:42:35.946371,2020-04-16 12:42:35.946371,1183006,2,t
793,"",iran-air-tour,"",,,2020-04-18 07:49:06.171467,2020-04-18 07:49:06.171467,889835,1,t
794,مسلمی,caspian,من واقعا نمیفهمم این چه جورهواپیمایی هستش همه ناراضی، ۲بارسانحه!!!!!,,,2020-04-18 21:22:07.180556,2020-04-18 21:22:07.180556,1199633,1,t
795,"",hipotrip,"",,,2020-04-18 23:13:51.312642,2020-04-18 23:13:51.312642,1199682,2,t
796,نفس,naft,من همش باکارون رفت وامد میکنم ..رازی هستم فقط خواهشن کنسل نشه دیگ پرواز واسه جمعه ۱۲ اردیبهشت اخه باید بریم خونمون گیر کردیم ,3,,2020-04-19 09:35:52.485651,2020-04-19 09:35:52.485651,799605,1,t
797,"",safarestan,"",,,2020-04-19 12:36:45.609145,2020-04-19 12:36:45.609145,1200205,2,t
798,سار,alibaba,خوبه..فقط چرا پرواز اهواز به بوشهر کلا ندارین؟؟ واقعا چرا؟ حداقل مرکز استان به مرکز استان دیگه باید داشته باشع,5,,2020-04-19 23:23:21.942277,2020-04-19 23:23:21.942277,1200674,2,t
799,"",meraj,این شرکت علنا سرگردنده را گرفته.درصد جریمه را۷۰ درصد میگیره اما توی جدول مقررات کنسلی اصلا ۷۰ درصد را نیاورده. مسافر کم شده وناچار بهای بلیط راکاهش داده اما از اونطرف با فریبکاری جریمه کنسلی را پنهانی بالابرده.,1,,2020-04-20 15:19:25.110112,2020-04-20 15:19:25.110112,1201272,1,t
800,"",safarme,"",,,2020-04-22 01:05:11.503883,2020-04-22 01:05:11.503883,1202686,2,t
801,ناشناس,iran-air,چرا ايران اير پرواز دوحه شيراز يا دوحه لار نميزارن,1,,2020-04-22 06:07:34.703341,2020-04-22 06:07:34.703341,1179492,1,t
802,"",ghasedak,"",,,2020-04-23 03:40:38.08689,2020-04-23 03:40:38.08689,1203962,2,t
803,"",ghasedak,"",,,2020-04-23 03:41:29.427987,2020-04-23 03:41:29.427987,1203962,2,t
804,"",flightio,"",,,2020-04-23 08:46:35.182794,2020-04-23 08:46:35.182794,1204245,2,t
805,یاسی,qeshm-air,باسلام وخسته نباشید میخام بدونم چرا پرواز بندر گرگان یا بلعکس حذف شد مسافرکه همیشه پربود برای مسافران سمت گنبد و کلاله وغیره ازفرودگاه گرگان خیلی خوب بودایابازم امکان پرواز از گرگان به بندر وبلعکس امکانش هست؟؟,3,,2020-04-23 09:57:34.154721,2020-04-23 09:57:34.154721,965691,1,t
806,مهدی,varesh,افتضاح بود در تاریخ ۲۲ بهمن از کیش به تهران پرواز قرار بود ساعت ۴ بعدظهر انجام بشه که اس ام اس اومد شده ۱۱ شب ما ساعت ۱۰ فرودگاه بودیم ولی از هواپیما هیچ خبری نبود خلاصه ساعت ۳ صبح ۲۳ بهمن سوار هواپیما شدیم تا ساعت ۴ صبح هواپیما پرواز نکرد وآخرش خلبان هواپیما رو خاموش کرد و گفت هواپیما خرابه و دستگاه جی پی اس هواپیما کار نمیکنه و میخوایم دستی درستش کنیم خلاصه حدود ساعت ۵ صبح پرواز با یک بدختی شروع شد و نزدیک ۷ صبح رسید تهران و ما اون روز به خاطر نخوابیدن شب گذشته ظهر تشریف بردیم سر کار و این یعنی فاجعه ,5,,2020-04-24 08:37:19.178905,2020-04-24 08:37:19.178905,1205337,1,t
807,"",alibaba,"",,,2020-04-24 10:18:27.318491,2020-04-24 10:18:27.318491,1205437,2,t
808,"",flytoday,"",,,2020-04-25 11:15:22.443455,2020-04-25 11:15:22.443455,1142696,2,t
809,"",ata,"",,,2020-04-25 18:13:25.334823,2020-04-25 18:13:25.334823,1206842,1,t
810,"",flytoday,ننن,,,2020-04-26 06:20:14.635654,2020-04-26 06:20:14.635654,1207426,2,t
811,"",safarme,"",,,2020-04-26 18:41:00.715973,2020-04-26 18:41:00.715973,1208229,2,t
812,"",flytoday,بلیط از بوشهر به چابهار میخوام,,,2020-04-27 06:00:54.284764,2020-04-27 06:00:54.284764,1208515,2,t
813,علی ,iran-air-tour,سلام من تاحالا 3 یا 4 پرواز که با ایرتور گرفتم کنسلی داشته دیگه سعی میکنم با این پرواز بلیط نگیرم ,1,,2020-04-27 12:41:54.102635,2020-04-27 12:41:54.102635,1208861,1,t
814,آرزو,flytoday,"",5,,2020-04-28 13:23:47.687645,2020-04-28 13:23:47.687645,1209946,2,t
815,حالا هر کی,mahan,"",1,,2020-04-29 08:08:21.346111,2020-04-29 08:08:21.346111,1210710,1,t
816,حالا هرکی,mahan,ساعت پرواز ها خیییییلی افتضاحه ، من ک سه شنبه عصر تهران کار دارم و سفرم یه روزه است دوس دارم صبح برم و همون شب شهرم باشم ،،، ولی با این ساعتهای پروازی داغووووووووون باید یا یه روز قبلش تهران باشم یا یه روز بعدش برگردم شهرم و این هم اتلافه وقته برای من هم هزینه هامو افزایش میده ،،،لطفا یه فکری واسه ساعتهای پرواز بکنین ،،،ممنون,1,,2020-04-29 08:13:17.515183,2020-04-29 08:13:17.515183,1210710,1,t
817,نیما,mahan,پرواز بسیار خوب وارام مهماندارهای خوب هواپیمای نسبتا خوب و از همه مهمتر خلبان اسماعیلی در پرواز کوالامپور بسیار نشستن عالی اب تو دلمون تکون نخورد عالی عالی ,5,,2020-04-29 19:53:30.152997,2020-04-29 19:53:30.152997,1211345,1,t
818,سینا کاظمی,taban,خطرناک ترین و بی کیفت ترین ایرلاین ایرانی,1,,2020-05-02 11:20:00.535093,2020-05-02 11:20:00.535093,1208815,1,t
819,"",kish-air,سلام شب بخیر از همه خدمات هواپیمایی کیش خسته ناشید از خدمه خوب وزحمت کش تان بعد چرا پرواز کیش به رشت برقرارنمی شود تشکر جواب بدی,,,2020-05-02 21:40:20.458444,2020-05-02 21:40:20.458444,1214359,1,t
820,adel,varesh,پرواز اصفهان ساری چرا کنسله ؟,1,,2020-05-03 16:02:55.516347,2020-05-03 16:02:55.516347,1215094,1,t
821,علیرضا,mahan,سلام. چرت ترین خط هواپیمایی جهان. واقعا این خط هواپیمایی بدون برنامه و سرویسدهی است. و همینطور فقط پور گرفتن را خوب بلد هستند.,1,,2020-05-06 15:31:09.278143,2020-05-06 15:31:09.278143,1214113,1,t
822,"",qeshm-air,عالی,,,2020-05-07 11:54:12.23236,2020-05-07 11:54:12.23236,349168,1,t
823,"",ghasedak,"",5,,2020-05-08 10:41:08.088341,2020-05-08 10:41:08.088341,1223300,2,t
824,"",safarestan,"",,,2020-05-09 19:41:55.794747,2020-05-09 19:41:55.794747,1226426,2,t
1211,یونس,ata,میخواستم بلیط استانبول بگیرم از تبریز با این نظرات منفی منصرف شدم,1,,2020-09-25 15:48:19.12907,2020-09-25 15:48:19.12907,1437123,1,t
825,"",caspian,پروازهای کاسپین به شدت افتضاح هست.تهران -اهواز ،تهران-دزفول واهواز-تهران رو با این شرکت رفتم هیچ کدوم خوب نبود.پذیرایی افتضاح وخوراکی هایی که بیشتر توهین آمیز بود.تأخیر دوساعته درفرودگاه تهران ،ومدیریت امضاء زدن که غرامت قانونی روتقبل کنن ولی بشدت دروغ واصلا به تعهداتشون عمل نکردن،هنگام پرواز هم کاملا احساس عدم امنیت وجود داشت.,,,2020-05-09 20:37:33.636738,2020-05-09 20:37:33.636738,934217,1,t
826,"",caspian,خوب بود خدایی,,,2020-05-11 19:05:49.809063,2020-05-11 19:05:49.809063,1216771,1,t
827,"",ghasedak,"",,,2020-05-11 21:37:02.834825,2020-05-11 21:37:02.834825,1225488,2,t
828,"",ghasedak,"",,,2020-05-12 17:45:13.953985,2020-05-12 17:45:13.953985,1233306,2,t
829,ناصر,zagros,"سلام و خسته نباشید
هواپیما ها که مثل اکثر هواپیماهای دیگه قدیمی است حداقل به وضع داخلش برسید 
ماسک و دستکش دادید دستتون درد نکنه اما
به اسم کرونا پذیرایی نکردید اما همه کنار هم نشسته بودن 

سفر زمینی و هوایی بعضا باعث افت قند و فشار خون میشه بهتر بود با یه شیرینی کوچیک یا آب میوه پذیرایی میکردید نه فقط یه آب معدنی...
",2,,2020-05-13 18:20:33.081286,2020-05-13 18:20:33.081286,1236428,1,t
830,"",safarestan,"",,,2020-05-14 02:51:10.496043,2020-05-14 02:51:10.496043,1236663,2,t
831,محمد مهدی یخت شادی,ata,پرواز تبریز مشهد میخواستیم بریم در اون ساعت ۳ تا پرواز همزمان بود اون دو تا که ایران ایر اسمان بودند رفتند ما موندیم اونجا پرواز ۹ صبح بود ما ساعت ۱۲ پریدیم رفتار مهمان دار ها افتضاح  ی جوری نگاه میکردن که انگار ما ۳ساعت تاخیر داشتیم غذاش هم افتضاح بود ,1,,2020-05-16 08:49:38.433522,2020-05-16 08:49:38.433522,1244163,1,t
832,"",flytoday,"",,,2020-05-16 12:22:31.682847,2020-05-16 12:22:31.682847,1196255,2,t
834,"",safarestan,"",,,2020-05-18 08:35:10.995419,2020-05-18 08:35:10.995419,1250074,2,t
835,"",safarestan,"",,,2020-05-19 04:24:23.685773,2020-05-19 04:24:23.685773,1252540,2,t
836,مرادحوتی,flytoday,"",,,2020-05-19 05:35:50.296617,2020-05-19 05:35:50.296617,1163451,2,t
837,Akram jafari ,kish-air,پروازها خلبان مهماندارها همه عالی ،فقط غذاش گند گند آخه این چه غذای هست میدن مخصوصا پرواز دبی به کیش و برعکس ،ندن بهتره والا سنگین ترن ،این همه پول پرواز میگیرن واقعا متاسفم هر چی هم اعتراض کردن مردم کو گوش شنوا 😔,5,,2020-05-19 19:57:51.25993,2020-05-19 19:57:51.25993,1070165,1,t
838,"",hipotrip,"",,,2020-05-20 08:54:11.600705,2020-05-20 08:54:11.600705,1256190,2,t
839,"",meraj,"",,,2020-05-21 08:27:37.836762,2020-05-21 08:27:37.836762,1257955,1,t
840,"",ghasedak,"",,,2020-05-21 11:17:22.225533,2020-05-21 11:17:22.225533,1093441,2,t
841,"",ghasedak,"",,,2020-05-22 14:25:59.548271,2020-05-22 14:25:59.548271,1259469,2,t
844,"",flytoday,"",,,2020-05-23 09:49:24.707698,2020-05-23 09:49:24.707698,1260819,2,t
845,محمد ,ghasedak,"",3,,2020-05-24 21:13:13.571184,2020-05-24 21:13:13.571184,1261704,2,t
846,"",zagros,"ما یک بار با این هواپیما در خرداد ۹۸ به کیش سفر کردیم و پرواز خوبی بود . اما موقع برگشت از کیش واقعا پرواز افتضاح بود و هواپیما مدام تکون می خورد و نزدیک بود سقوط کنه . واقعا شانس آوردیم که موقع برگشت سقوط نکردیم ‌‌‌‌. من کلا یک بار با زاگرس سفر کردم و زیاد خوشم نیومد . 
هواپیمایی ماهان و ایران ایر بی نظیره ، درسته قیمتش گرون تره ولی واقعا امن ، راحت و با کلاسه  ",2,,2020-05-25 12:30:28.200291,2020-05-25 12:30:28.200291,1264278,1,t
847,"",mahan,"هواپیمای ماهان از هر جهت عالی و راحته 
خلبانان با تجربه ، مهمانداران مودب و با کلاس و هواپیما های امن و نو 
البته باید بگم هواپیمایی ایران ایر هم دقیقا هم سطح هواپیمایی ماهانه 👍
همیشه هر موقع قصد سفر با هواپیما رو داشتید فقط و فقط هواپیمایی ماهان یا ایران ایر رو انتخاب کنید 
",5,,2020-05-25 12:43:04.40993,2020-05-25 12:43:04.40993,1264278,1,t
848,"",kish-air,هواپیمای نسبتا خوبی بود راضی بودم ,4,,2020-05-25 14:33:03.072032,2020-05-25 14:33:03.072032,1264278,1,t
849,"",qeshm-air," فوق‌العاده تاخیر داشت و ما خیلی معطل شدیم ما برای ساعت ۱۱ صبح پرواز داشتیم و حدودای ساعت ۷ و نیم شب سوار هواپیما شدیم . خود هواپیما هم بد نبود ولی اگه بخوام بهترین ایرلاین هوایی ایران رو بگم فقط و فقط ماهان و ایران ایر رو پیشنهاد میکنم که فوق‌العاده عالی هستند . 
اما در کل هواپیمایی قشم ایر سطح متوسطی داره ",3,,2020-05-25 14:42:38.674011,2020-05-25 14:42:38.674011,1264278,1,t
850,"",meraj,من تا به حال با معراج سفر نکردم . ولی یکی از آشنا های ما مهندس هواپیما هستش و از معراج خیلی تعریف می کنه و می گه خوبه . ,,,2020-05-25 15:10:46.501911,2020-05-25 15:10:46.501911,1264278,1,t
851,"",iran-air-tour,"ما با این پرواز به کیش سفر کردیم فقط  غذاش خوب بود . ولی بهترین ایرلاین های هواپیما ماهان و ایران ایر هست که خلبانان خوب و با تجربه ، مهمانداران مودب و با کلاس و هواپیماهای امنی داره ‌‌. 
از ایران ایرتور زیاد خوشم نیومد ",2,,2020-05-25 15:15:45.942329,2020-05-25 15:15:45.942329,1264278,1,t
852,"",aseman,پرواز ما با هواپیمایی آسمان بی نظیر بود و راضی بودیم 👍,4,,2020-05-25 15:23:12.69414,2020-05-25 15:23:12.69414,1264278,1,t
853,"",caspian,من با کاسپین سفر نکردم ولی خیلی همه ازش بد می گن ، خیلی تو سایتها در مورد کاسپین بد شنیدم ,,,2020-05-25 15:26:02.654005,2020-05-25 15:26:02.654005,1264278,1,t
1120,اسم من مهم نیست ,aseman,من تواینترنت خوندم آسمان مدل فوکر۱۰۰زمینگیرشده علتش چیه؟؟؟؟؟ 🤔 🤔 🤔 🤔 🤔 ,,,2020-08-31 18:31:38.879392,2020-08-31 18:31:38.879392,1398238,1,t
1260,الهه,varesh,با کدوم ایرلاین وارش رفتید؟ وارش فقط یدونس یا چندتا ایرلاین داره مثلا A7اینا . شما با کدوم رفتید؟,3,,2020-10-17 06:04:39.48172,2020-10-17 06:04:39.48172,1474475,1,t
1369,روانبخش,qeshm-air,غیرمسئول وفوقالعاده غیرحرفه‌ای دیگه امکان ندارد بااین خط پروازکنم,1,,2020-12-13 07:13:02.775151,2020-12-13 07:13:02.775151,1568092,1,t
855,"",aseman,"صندلی ها راحت نیست اگر کمی بخابانی صندلی رو پاهای پشتی داغون میشه استانداردتعداد صندلی ها نیست. قربون وی ای پی اتوبوس مولرد بهداشتی وفاصله گذاری پروتکل بهداشت رعایت نمیشه اکثرا اولین پرواز از شیراز تمیز هست ولی پروازهای برگشت کثیف
غذا بی کیفیت هزینه نسبت به مدل هواپیماوخدمات بالا 
خدایی بهداشت رو رعایت کنین
مهماندارها انگار از کارشون خجالت میکشن کلاس میزارن توجه نمیکنن
حالا همه موارد یک جا گفتم ",,,2020-05-25 22:40:41.733809,2020-05-25 22:40:41.733809,952177,1,t
856,"",aseman,"صندلی ها راحت نیست اگر کمی بخابانی صندلی رو پاهای پشتی داغون میشه استانداردتعداد صندلی ها نیست. قربون وی ای پی اتوبوس مولرد بهداشتی وفاصله گذاری پروتکل بهداشت رعایت نمیشه اکثرا اولین پرواز از شیراز تمیز هست ولی پروازهای برگشت کثیف
غذا بی کیفیت هزینه نسبت به مدل هواپیماوخدمات بالا 
خدایی بهداشت رو رعایت کنین
مهماندارها انگار از کارشون خجالت میکشن کلاس میزارن توجه نمیکنن
حالا همه موارد یک جا گفتم 
البته پرواز شیراز ساری عرض کردم
شاید خارجی وجاهای دیگه چگونه باشه 
وااله اعلم",,,2020-05-25 22:42:54.494794,2020-05-25 22:42:54.494794,952177,1,t
857,مینا,iran-air,بهترین بود واقعا،چون‌من واقعا از سقوط هواپیما میترسیدم🙈اما ایران ایر تور تمام ترس منو از بین برد‌ چون بی نظیر بود همه چیشون ممنونم ازشون🙏🏻😄,5,,2020-05-26 10:41:59.251487,2020-05-26 10:41:59.251487,1266140,1,t
858,"",qeshm-air,"",,,2020-05-27 06:38:12.065662,2020-05-27 06:38:12.065662,1218919,1,t
859,"",qeshm-air,"",,,2020-05-27 06:41:35.637757,2020-05-27 06:41:35.637757,1218919,1,t
860,"",zagros,"زیاد خوب نبود . 
ماهان و ایران ایر از همه بهترن و جفتشون در یک سطح هستند . ",1,,2020-05-27 09:40:59.980571,2020-05-27 09:40:59.980571,1267720,1,t
861,"",ghasedak,"",,,2020-05-27 10:22:15.19061,2020-05-27 10:22:15.19061,747289,2,t
862,"",ghasedak,"",,,2020-05-27 10:22:30.025014,2020-05-27 10:22:30.025014,747289,2,t
863,"",ghasedak,خیلی سایت خوبیه و خیلی راحت و بدون دردسر بلیت تهیه کردم ,4,,2020-05-29 10:44:41.616001,2020-05-29 10:44:41.616001,1270522,2,t
864,"",alibaba,"سایت بی نظیر و خیلی خوبیه .
و من فقط و فقط برای خرید بلیت به این سایت مراجعه می کنم .
خیلی راضی ام ",5,,2020-05-29 10:47:12.57581,2020-05-29 10:47:12.57581,1270522,2,t
865,"",safarme,خوب بود 👌,3,,2020-05-29 10:48:19.851617,2020-05-29 10:48:19.851617,1270522,2,t
866,محمد,flytoday,عالی بود ,5,,2020-05-29 17:18:46.068993,2020-05-29 17:18:46.068993,1270936,2,t
867,زهرا,alibaba,پشتیبانی ضعیف,1,,2020-05-29 17:21:17.570709,2020-05-29 17:21:17.570709,1270936,2,t
